cycle,id,xp,avg_cycle_hours,avg_proj_comp,avg_proj_qual,health_culture,health_team_play,health_technical,challenge,est_accuracy,est_bias,no_proj_rvws,elo
10,396fad2d,245.43,34.2,88.53,88.99,100.0,100.0,91.67,7.666666666666667,95.83,-3.5,48,1012
10,690c133a,216.7,34.5,92.21,90.21,91.67,91.67,70.83,7.0,98.19,1.08,41,958
10,dcf14075,917.83,27.6,89.66,88.47,86.34,87.5,98.84,3.0,89.06,-5.32,38,0
10,f7ba1065,175.53,31.11,83.01,85.51,75.0,50.0,66.67,6.0,96.53,2.42,41,979
10,85eb0e18,252.61,32.55,87.58,88.93,100.0,100.0,91.67,7.333333333333333,95.5,-0.33,45,1020
10,45664623,271.98,34.4,92.23,89.74,87.5,87.5,83.33,6.333333333333333,96.42,0.42,37,1011
10,89ffaeb3,134.37,35.14,78.75,81.42,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,91.67,1.83,28,975
10,75dbe257,1010.41,33.9,91.94,90.88,93.06,93.06,95.49,4.0,92.04,-0.88,47,0
10,45a99283,249.45,36.4,92.0,92.45,95.84,95.84,87.5,7.333333333333333,95.3,1.5,43,986
10,936e3168,275.79,34.4,90.57,91.4,100.0,100.0,87.5,6.333333333333333,97.14,-0.7,54,1017
10,cbcff678,208.4,31.6,87.85,87.52,91.67,88.89,66.66,7.0,95.06,-4.06,44,968
10,b6aa9c94,251.99,34.0,86.01,88.93,100.0,100.0,91.67,8.273333333333333,96.58,-0.58,45,1016
10,4a6f36f6,275.51,34.4,85.88,87.66,87.5,86.11,83.33,7.166666666666667,95.53,-1.7,40,999
10,adda47cf,219.68,34.6,87.35,86.55,88.89,90.28,75.0,7.0,94.7,3.86,32,974
10,29f423c4,269.63,34.3,93.22,92.81,95.84,95.84,95.84,5.666666666666667,95.25,3.92,52,1015
10,070b3063,415.74,44.6,78.97,82.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,89.85,2.15,28,0
10,90945a45,249.77,32.8,90.19,87.69,84.72,83.34,76.39,7.333333333333333,93.67,-5.33,39,1003
10,9ae522cc,266.8,33.0,91.72,89.65,95.84,91.67,83.34,6.666666666666667,97.72,-1.61,33,1011
10,a4b6116a,28.35,40.0,89.28,90.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,8,1000
10,4d87f1c5,217.62,33.8,85.01,85.5,91.67,87.5,70.83,7.0,95.31,2.31,39,954
